,id,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
177,10494898,blaasveld,2830,house,house,149000,for sale,3.0,116  m² square meters,Semi equipped,nan,nan,nan,13  m²  square meters,nan,nan,77  m²  square meters,2.0,nan,To renovate
178,10511092,liege,4000,house,house,149000,for sale,4.0,123  m² square meters,Not installed,No,nan,Yes,nan,nan,nan,150  m²  square meters,3.0,No,To be done up
179,10412805,herstal%20vottem,4041,house,house,149000,for sale,2.0,114  m² square meters,Not installed,No,nan,nan,nan,nan,304  m²  square meters,422  m²  square meters,4.0,No,To renovate
180,10321179,crisn%C3%A9e,4367,house,house,149000,for sale,2.0,120  m² square meters,Not installed,No,nan,nan,16  m²  square meters,nan,nan,90  m²  square meters,3.0,nan,To renovate
181,10486458,ronse,9600,house,house,149000,for sale,2.0,155  m² square meters,Semi equipped,No,nan,nan,10  m²  square meters,nan,50  m²  square meters,150  m²  square meters,2.0,No,To renovate
182,10403406,ronse,9600,house,house,149000,for sale,3.0,180  m² square meters,Not installed,No,nan,nan,nan,nan,20  m²  square meters,130  m²  square meters,2.0,No,To renovate
183,10365034,ronse,9600,house,house,149000,for sale,2.0,145  m² square meters,Installed,No,nan,nan,10  m²  square meters,nan,nan,88  m²  square meters,2.0,No,To be done up
184,10415356,herstal,4040,house,house,159000,for sale,3.0,115  m² square meters,Not installed,No,nan,nan,36  m²  square meters,nan,nan,83  m²  square meters,2.0,No,Good
185,10484011,liege,4000,house,house,169000,for sale,4.0,129  m² square meters,Semi equipped,No,nan,nan,27  m²  square meters,nan,28  m²  square meters,75  m²  square meters,2.0,No,To renovate
186,10491648,esneux%20tilff,4130,house,house,174000,for sale,2.0,139  m² square meters,Semi equipped,No,nan,nan,36  m²  square meters,nan,315  m²  square meters,413  m²  square meters,3.0,No,To be done up
187,10522057,sprimont,4140,house,house,175000,for sale,1.0,70  m² square meters,Not installed,No,nan,Yes,nan,nan,140  m²  square meters,259  m²  square meters,3.0,nan,To renovate
188,10459282,seraing,4100,house,house,179000,for sale,3.0,82  m² square meters,Installed,No,nan,nan,13  m²  square meters,nan,65  m²  square meters,128  m²  square meters,2.0,No,Just renovated
189,10386832,bioul,5537,house,bungalow,179000,for sale,2.0,93  m² square meters,Semi equipped,nan,nan,nan,nan,Yes,nan,1517  m²  square meters,4.0,nan,Good
190,10324148,charleroi%20mont-sur-marchienne,6032,house,house,179000,for sale,3.0,150  m² square meters,Not installed,No,nan,nan,90  m²  square meters,nan,345  m²  square meters,470  m²  square meters,3.0,No,To be done up
191,10492254,jemelle,5580,house,house,185000,for sale,3.0,150  m² square meters,Installed,No,nan,nan,14  m²  square meters,nan,1031  m²  square meters,1158  m²  square meters,4.0,No,To be done up
192,10403536,liege,4032,house,house,189000,for sale,3.0,175  m² square meters,Installed,No,nan,nan,20  m²  square meters,nan,nan,82  m²  square meters,3.0,No,Just renovated
193,10423280,herstal,4040,house,house,189000,for sale,2.0,118  m² square meters,Installed,No,nan,Yes,nan,nan,37  m²  square meters,129  m²  square meters,2.0,No,Good
194,10533233,huy,4500,house,house,189000,for sale,3.0,150  m² square meters,Installed,nan,nan,nan,nan,nan,2300  m²  square meters,2450  m²  square meters,2.0,nan,Just renovated
195,10475037,liege,4000,house,house,199000,for sale,3.0,83  m² square meters,Installed,Yes,nan,nan,nan,nan,nan,20  m²  square meters,2.0,No,Just renovated
196,9737379,liege,4020,house,mixed use building,199000,for sale,2.0,191  m² square meters,USA semi equipped,No,nan,nan,56  m²  square meters,nan,100  m²  square meters,305  m²  square meters,3.0,No,Good
197,10494453,herstal,4040,house,apartment block,199000,for sale,4.0,231  m² square meters,Semi equipped,No,nan,nan,54  m²  square meters,nan,140  m²  square meters,251  m²  square meters,3.0,No,To be done up
198,10529382,vielsalm,6690,house,house,199000,for sale,2.0,117  m² square meters,Semi equipped,No,nan,nan,20  m²  square meters,nan,409  m²  square meters,504  m²  square meters,3.0,No,To be done up
199,10519674,remicourt,4350,house,house,200000,for sale,5.0,246  m² square meters,Not installed,No,nan,Yes,nan,nan,310  m²  square meters,591  m²  square meters,2.0,nan,To renovate
200,10344672,tienen,3300,house,house,209000,for sale,1.0,115  m² square meters,Installed,No,nan,nan,10  m²  square meters,nan,85  m²  square meters,160  m²  square meters,2.0,No,To be done up
201,10506906,oupeye,4684,house,house,209000,for sale,2.0,143  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,75  m²  square meters,275  m²  square meters,3.0,No,Good
202,10534423,herstal,4040,house,house,219000,for sale,3.0,164  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,nan,95  m²  square meters,2.0,No,Good
203,10542512,seraing,4100,house,house,219000,for sale,2.0,100  m² square meters,USA installed,No,nan,nan,53  m²  square meters,nan,220  m²  square meters,373  m²  square meters,3.0,No,Good
204,9941464,liege,4020,house,house,229000,for sale,4.0,222  m² square meters,Semi equipped,No,nan,nan,48  m²  square meters,nan,251  m²  square meters,417  m²  square meters,2.0,No,To be done up
205,10511320,liege,4031,house,house,229000,for sale,3.0,179  m² square meters,Installed,No,nan,nan,14  m²  square meters,nan,nan,110  m²  square meters,2.0,No,Good
206,10519891,thimister-clermont,4890,house,house,229000,for sale,3.0,172  m² square meters,Installed,No,nan,nan,92  m²  square meters,nan,nan,204  m²  square meters,3.0,No,Good
207,10451348,bertrix,6880,house,house,229000,for sale,3.0,100  m² square meters,Hyper equipped,No,nan,nan,10  m²  square meters,nan,70  m²  square meters,149  m²  square meters,2.0,No,Good
208,10438297,li%C3%A8ge%20rocourt,4000,house,house,235000,for sale,3.0,117  m² square meters,Installed,No,nan,nan,40  m²  square meters,nan,160  m²  square meters,240  m²  square meters,2.0,No,To be done up
209,10457107,huy,4500,house,house,235000,for sale,3.0,132  m² square meters,Not installed,nan,nan,nan,10  m²  square meters,nan,240  m²  square meters,325  m²  square meters,2.0,nan,To be done up
210,10519892,verviers,4800,house,house,245000,for sale,6.0,210  m² square meters,Installed,No,nan,nan,40  m²  square meters,nan,52  m²  square meters,190  m²  square meters,2.0,No,Good
212,10527903,antwerp,2000,house,mixed use building,249000,for sale,1.0,50  m² square meters,Semi equipped,nan,nan,nan,13  m²  square meters,nan,nan,5020  m²  square meters,4.0,nan,Good
213,10526669,liege,4000,house,house,249000,for sale,4.0,242  m² square meters,Semi equipped,No,nan,nan,33  m²  square meters,nan,60  m²  square meters,163  m²  square meters,2.0,No,Good
214,10533139,vivegnis,4683,house,house,249000,for sale,3.0,150  m² square meters,Semi equipped,nan,1.0,nan,7  m²  square meters,nan,149  m²  square meters,265  m²  square meters,2.0,nan,To be done up
215,10346863,spa,4900,house,apartment block,249000,for sale,8.0,229  m² square meters,Not installed,No,nan,nan,nan,nan,nan,94  m²  square meters,3.0,nan,To renovate
216,10519680,ronse,9600,house,house,249000,for sale,4.0,169  m² square meters,Installed,No,nan,nan,25  m²  square meters,nan,85  m²  square meters,190  m²  square meters,2.0,No,As new
217,10485981,villers-la-ville,1495,house,house,250000,for sale,2.0,106  m² square meters,Installed,nan,nan,nan,6  m²  square meters,nan,296  m²  square meters,388  m²  square meters,3.0,nan,To renovate
218,10549292,geraardsbergen,9500,house,house,250000,for sale,3.0,125  m² square meters,Installed,nan,nan,nan,nan,nan,nan,58  m²  square meters,2.0,nan,Just renovated
219,10497893,antheit,4520,house,house,259500,for sale,4.0,254  m² square meters,Installed,nan,nan,nan,15  m²  square meters,nan,2700  m²  square meters,2850  m²  square meters,4.0,nan,Good
220,10459787,seraing,4100,house,house,269000,for sale,3.0,110  m² square meters,Hyper equipped,No,nan,nan,15  m²  square meters,nan,120  m²  square meters,231  m²  square meters,3.0,Yes,Good
221,10415244,ronse,9600,house,mixed use building,269000,for sale,5.0,302  m² square meters,Installed,No,nan,nan,45  m²  square meters,nan,555  m²  square meters,1195  m²  square meters,4.0,No,To renovate
222,10549396,landegem,9850,house,house,270000,for sale,3.0,100  m² square meters,Installed,nan,nan,Yes,nan,nan,335  m²  square meters,709  m²  square meters,3.0,nan,To renovate
223,10455439,liege,4000,house,apartment block,274000,for sale,1.0,169  m² square meters,Not installed,No,nan,nan,nan,nan,nan,44  m²  square meters,2.0,No,To be done up
224,10514263,ninove,9402,house,house,275000,for sale,4.0,288  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,877  m²  square meters,4.0,No,To be done up
226,10543529,malderen,1840,house,house,279000,for sale,3.0,164  m² square meters,Installed,nan,nan,Yes,nan,Yes,nan,250  m²  square meters,3.0,nan,To be done up
227,10320017,huy,4500,house,mixed use building,279000,for sale,3.0,290  m² square meters,Semi equipped,nan,nan,nan,10  m²  square meters,nan,100  m²  square meters,204  m²  square meters,4.0,nan,Good
228,10165375,huy,4500,house,house,279000,for sale,3.0,290  m² square meters,Semi equipped,nan,nan,nan,10  m²  square meters,nan,100  m²  square meters,204  m²  square meters,4.0,nan,Good
229,10473354,warnant-dreye,4530,house,bungalow,279000,for sale,2.0,107  m² square meters,Semi equipped,nan,nan,nan,12  m²  square meters,nan,230  m²  square meters,479  m²  square meters,4.0,nan,Good
230,10536930,bouillon,6830,house,house,280000,for sale,4.0,180  m² square meters,Installed,No,nan,nan,20  m²  square meters,nan,372  m²  square meters,530  m²  square meters,4.0,No,To be done up
231,10470772,moha,4520,house,house,285000,for sale,3.0,160  m² square meters,Semi equipped,nan,nan,nan,15  m²  square meters,nan,1075  m²  square meters,1199  m²  square meters,4.0,nan,To be done up
234,10357579,virton,6760,house,mixed use building,290000,for sale,4.0,331  m² square meters,Semi equipped,nan,nan,nan,11  m²  square meters,nan,nan,244  m²  square meters,3.0,No,To renovate
235,10397214,beuzet,5030,house,house,295000,for sale,4.0,164  m² square meters,Installed,nan,nan,nan,25  m²  square meters,nan,450  m²  square meters,1172  m²  square meters,4.0,nan,Just renovated
236,10442731,marche-en-famenne,6900,house,villa,295000,for sale,4.0,278  m² square meters,USA installed,No,nan,Yes,nan,nan,950  m²  square meters,950  m²  square meters,4.0,nan,Good
239,10516262,ternat,1740,house,house,299000,for sale,3.0,122  m² square meters,Not installed,No,nan,Yes,nan,nan,nan,205  m²  square meters,3.0,No,To renovate
240,10454156,borgerhout,2140,house,mixed use building,299000,for sale,2.0,177  m² square meters,Semi equipped,nan,nan,nan,3  m²  square meters,nan,nan,116  m²  square meters,3.0,nan,To be done up
241,10304070,liege,4000,house,apartment block,299000,for sale,4.0,239  m² square meters,Not installed,No,nan,nan,nan,nan,nan,108  m²  square meters,2.0,No,Good
243,10535529,walhain,1457,house,house,300000,for sale,2.0,102  m² square meters,Semi equipped,nan,nan,nan,nan,nan,557  m²  square meters,670  m²  square meters,4.0,nan,Good
245,10550566,ternat,1740,house,house,309000,for sale,3.0,166  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,nan,124  m²  square meters,2.0,No,Good
247,10547427,anthisnes,4160,house,house,315000,for sale,3.0,125  m² square meters,Semi equipped,nan,nan,nan,20  m²  square meters,nan,1100  m²  square meters,1240  m²  square meters,4.0,nan,As new
249,10235800,libin,6890,house,house,319900,for sale,3.0,150  m² square meters,Installed,No,nan,nan,35  m²  square meters,nan,1215  m²  square meters,1335  m²  square meters,4.0,No,Good
251,10506691,mechelen-zuid,2800,house,house,325600,for sale,2.0,172  m² square meters,Installed,nan,nan,nan,nan,nan,nan,189  m²  square meters,2.0,No,Good
253,10477228,remicourt,4350,house,house,330000,for sale,3.0,195  m² square meters,Installed,No,nan,nan,nan,nan,1200  m²  square meters,1410  m²  square meters,3.0,nan,Good
259,10354018,glabbeek,3380,house,house,339000,for sale,4.0,130  m² square meters,Installed,No,nan,nan,25  m²  square meters,nan,2500  m²  square meters,3250  m²  square meters,4.0,No,To renovate
262,10539238,tienen,3300,house,mansion,345000,for sale,4.0,190  m² square meters,Installed,nan,nan,nan,nan,nan,88  m²  square meters,156  m²  square meters,2.0,No,As new
263,10546731,wezembeek-oppem,1970,house,house,349000,for sale,3.0,80  m² square meters,Installed,No,nan,nan,14  m²  square meters,nan,60  m²  square meters,170  m²  square meters,3.0,nan,To be done up
264,10520400,antwerp,2000,house,mixed use building,349000,for sale,3.0,181  m² square meters,Installed,nan,nan,nan,9  m²  square meters,nan,23  m²  square meters,122  m²  square meters,2.0,nan,Good
265,10520397,antwerp,2060,house,house,349000,for sale,3.0,181  m² square meters,Installed,nan,nan,nan,9  m²  square meters,nan,23  m²  square meters,122  m²  square meters,2.0,nan,Good
266,10329286,li%C3%A8ge%20grivegn%C3%A9e,4030,house,mixed use building,349000,for sale,3.0,178  m² square meters,Installed,No,nan,nan,150  m²  square meters,nan,95  m²  square meters,197  m²  square meters,3.0,Yes,Good
275,10451520,genappe,1470,house,house,365000,for sale,3.0,161  m² square meters,Semi equipped,No,nan,nan,19  m²  square meters,nan,nan,520  m²  square meters,3.0,No,As new
276,10547658,liege,4000,house,house,365000,for sale,3.0,223  m² square meters,Installed,No,nan,nan,326  m²  square meters,nan,163  m²  square meters,352  m²  square meters,3.0,No,Good
280,10536031,verlaine,4537,house,house,369000,for sale,3.0,212  m² square meters,Installed,nan,nan,nan,17  m²  square meters,nan,589  m²  square meters,791  m²  square meters,3.0,nan,Good
283,10489380,roosdaal,1760,house,house,370000,for sale,2.0,301  m² square meters,Semi equipped,nan,nan,Yes,nan,nan,nan,545  m²  square meters,3.0,No,Good
284,10354212,liege,4000,house,apartment block,374000,for sale,7.0,204  m² square meters,Semi equipped,Yes,nan,nan,nan,nan,nan,61  m²  square meters,2.0,No,Good
285,10400938,ganshoren,1083,house,house,375000,for sale,3.0,171  m² square meters,Semi equipped,nan,nan,nan,8  m²  square meters,nan,32  m²  square meters,98  m²  square meters,2.0,nan,To renovate
288,10313260,zaventem%20nossegem,1930,house,house,380000,for sale,4.0,162  m² square meters,Hyper equipped,No,nan,nan,70  m²  square meters,nan,nan,120  m²  square meters,3.0,No,Good
293,10531194,dilbeek,1702,house,town house,385000,for sale,3.0,157  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,227  m²  square meters,3.0,No,Good
294,10445084,neupre,4120,house,house,385000,for sale,4.0,249  m² square meters,Hyper equipped,No,nan,nan,120  m²  square meters,nan,345  m²  square meters,730  m²  square meters,3.0,No,Good
296,10462018,grace-hollogne,4460,house,house,389000,for sale,4.0,194  m² square meters,Hyper equipped,No,nan,nan,62  m²  square meters,nan,750  m²  square meters,1050  m²  square meters,4.0,No,As new
298,10449074,aarschot,3200,house,apartment block,390000,for sale,3.0,190  m² square meters,Installed,nan,nan,nan,20  m²  square meters,nan,60  m²  square meters,373  m²  square meters,3.0,nan,To be done up
299,10385406,arlon,6700,house,house,390000,for sale,4.0,252  m² square meters,Installed,nan,nan,nan,nan,Yes,nan,630  m²  square meters,3.0,nan,Good
302,10387028,la%20hulpe,1310,house,house,395000,for sale,2.0,127  m² square meters,USA semi equipped,No,nan,nan,45  m²  square meters,nan,529  m²  square meters,606  m²  square meters,2.0,nan,Good
303,10391802,kraainem,1950,house,house,395000,for sale,3.0,140  m² square meters,Not installed,No,nan,nan,10  m²  square meters,nan,120  m²  square meters,212  m²  square meters,2.0,nan,To renovate
306,10472547,herent,3020,house,mixed use building,398000,for sale,4.0,348  m² square meters,Installed,nan,nan,nan,nan,nan,128  m²  square meters,314  m²  square meters,2.0,nan,Good
307,10472546,herent,3020,house,house,398000,for sale,4.0,348  m² square meters,Installed,nan,nan,nan,nan,nan,128  m²  square meters,314  m²  square meters,2.0,nan,Good
